LINE-NUMBER,AUTHOR,TITLE,PUB-DATE,SENTENCE
236,Andrew Lang,Prince Prigio,1889,"As he was sitting thus , a very tall man , an officer in the uniform of the Guards , came in , and , walking straight to the prince 's table , said : `` Kellner , clean this table , and bring in the bill of fare . ''"
237,Andrew Lang,Prince Prigio,1889,"With these words , the officer sat down suddenly in the prince 's lap , as if he did not see him at all ."
238,Andrew Lang,Prince Prigio,1889,"He was a heavy man , and the prince , enraged at the insult , pushed him away and jumped to his feet ."
239,Andrew Lang,Prince Prigio,1889,"As he did so , his cap dropped off ."
240,Andrew Lang,Prince Prigio,1889,"The officer fell on his knees at once , crying : `` Pardon , my prince , pardon !"
241,Andrew Lang,Prince Prigio,1889,I never saw you ! ''
242,Andrew Lang,Prince Prigio,1889,This was more than the prince could be expected to believe .
243,Andrew Lang,Prince Prigio,1889,`` Nonsense !
244,Andrew Lang,Prince Prigio,1889,"Count Frederick von Matterhorn , '' he said ; `` you must be intoxicated ."
245,Andrew Lang,Prince Prigio,1889,Sir ! you have insulted your prince and your superior officer .
246,Andrew Lang,Prince Prigio,1889,Consider yourself under arrest !
247,Andrew Lang,Prince Prigio,1889,You shall be sent to a prison to-morrow . ''
248,Andrew Lang,Prince Prigio,1889,"On this , the poor officer appealed piteously to everybody in the tavern ."
249,Andrew Lang,Prince Prigio,1889,"They all declared that they had not seen the prince , nor even had an idea that he was doing them the honour of being in the neighbourhood of their town ."
250,Andrew Lang,Prince Prigio,1889,"More and more offended , and convinced that there was a conspiracy to annoy and insult him , the prince shouted for the landlord , called for his bill , threw down his three pieces of gold without asking for change , and went into the street ."
251,Andrew Lang,Prince Prigio,1889,"`` It is a disgraceful conspiracy , '' he said ."
252,Andrew Lang,Prince Prigio,1889,`` The king shall answer for this !
253,Andrew Lang,Prince Prigio,1889,I shall write to the newspapers at once ! ''
254,Andrew Lang,Prince Prigio,1889,He was not put in a better temper by the way in which people hustled him in the street .
255,Andrew Lang,Prince Prigio,1889,"They ran against him exactly as if they did not see him , and then staggered back in the greatest surprise , looking in every direction for the person they had jostled ."
256,Andrew Lang,Prince Prigio,1889,"In one of these encounters , the prince pushed so hard against a poor old beggar woman that she fell down ."
257,Andrew Lang,Prince Prigio,1889,"As he was usually most kind and polite , he pulled off his cap to beg her pardon , when , behold , the beggar woman gave one dreadful scream , and fainted !"
258,Andrew Lang,Prince Prigio,1889,"A crowd was collecting , and the prince , forgetting that he had thrown down all his money in the tavern , pulled out his purse ."
259,Andrew Lang,Prince Prigio,1889,"Then he remembered what he had done , and expected to find it empty ; but , lo , there were three pieces of gold in it !"
260,Andrew Lang,Prince Prigio,1889,"Overcome with surprise , he thrust the money into the woman 's hand , and put on his cap again ."
261,Andrew Lang,Prince Prigio,1889,"In a moment the crowd , which had been staring at him , rushed away in every direction , with cries of terror , declaring that there was a magician in the town , and a fellow who could appear and disappear at pleasure !"
262,Andrew Lang,Prince Prigio,1889,"By this time , you or I , or anyone who was not so extremely clever as Prince Prigio , would have understood what was the matter ."
263,Andrew Lang,Prince Prigio,1889,"He had put on , without knowing it , not only the seven-league boots , but the cap of darkness , and had taken Fortunatus 's purse , which could never be empty , however often you took all the money out ."
264,Andrew Lang,Prince Prigio,1889,"All those and many other delightful wares the fairies had given him at his christening , and the prince had found them in the dark garret ."
265,Andrew Lang,Prince Prigio,1889,"But the prince was so extremely wise , and learned , and scientific , that he did not believe in fairies , nor in fairy gifts ."
266,Andrew Lang,Prince Prigio,1889,"`` It is indigestion , '' he said to himself : `` those sausages were not of the best ; and that Burgundy was extremely strong ."
267,Andrew Lang,Prince Prigio,1889,Things are not as they appear . ''
268,Andrew Lang,Prince Prigio,1889,"Here , as he was arguing with himself , he was nearly run over by a splendid carriage and six , the driver of which never took the slightest notice of him ."
269,Andrew Lang,Prince Prigio,1889,"Annoyed at this , the prince leaped up behind , threw down the two footmen , who made no resistance , and so was carried to the door of a magnificent palace ."
270,Andrew Lang,Prince Prigio,1889,"He was determined to challenge the gentleman who was in the carriage ; but , noticing that he had a very beautiful young lady with him , whom he had never seen before , he followed them into the house , not wishing to alarm the girl , and meaning to speak to the gentleman when he found him alone ."
271,Andrew Lang,Prince Prigio,1889,"A great ball was going on ; but , as usual , nobody took any notice of the prince ."
272,Andrew Lang,Prince Prigio,1889,"He walked among the guests , being careful not to jostle them , and listening to their conversation ."
273,Andrew Lang,Prince Prigio,1889,It was all about himself !
274,Andrew Lang,Prince Prigio,1889,"Everyone had heard of his disgrace , and almost everyone cried `` Serve him right ! ''"
275,Andrew Lang,Prince Prigio,1889,"They said that the airs he gave himself were quite unendurable -- that nothing was more rude than to be always in the right -- that cleverness might be carried far too far -- that it was better even to be born stupid `` Like the rest of you , '' thought the prince ; and , in fact , nobody had a good word for him ."
276,Andrew Lang,Prince Prigio,1889,"Yes , one had !"
277,Andrew Lang,Prince Prigio,1889,It was the pretty lady of the carriage .
278,Andrew Lang,Prince Prigio,1889,I never could tell you how pretty she was .
279,Andrew Lang,Prince Prigio,1889,"She was tall , with cheeks like white roses blushing : she had dark hair , and very large dark-grey eyes , and her face was the kindest in the world !"
280,Andrew Lang,Prince Prigio,1889,"The prince first thought how nice and good she looked , even before he thought how pretty she looked ."
281,Andrew Lang,Prince Prigio,1889,She stood up for Prince Prigio when her partner would speak ill of him .
282,Andrew Lang,Prince Prigio,1889,"She had never seen the prince , for she was but newly come to Pantouflia ; but she declared that it was his misfortune , not his fault , to be so clever ."
283,Andrew Lang,Prince Prigio,1889,"`` And , then , think how hard they made him work at school !"
284,Andrew Lang,Prince Prigio,1889,"Besides , '' said this kind young lady , `` I hear he is extremely handsome , and very brave ; and he has a good heart , for he was kind , I have heard , to a poor boy , and did all his examination papers for him , so that the boy passed first in everything ."
285,Andrew Lang,Prince Prigio,1889,"And now he is Minister for Education , though he ca n't do a line of Greek prose ! ''"
286,Andrew Lang,Prince Prigio,1889,"The prince blushed at this , for he knew his conduct had not been honourable ."
287,Andrew Lang,Prince Prigio,1889,"But he at once fell over head and ears in love with the young lady , a thing he had never done in his life before , because -- he said -- `` women were so stupid ! ''"
288,Andrew Lang,Prince Prigio,1889,You see he was so clever !
289,Andrew Lang,Prince Prigio,1889,"Now , at this very moment -- when the prince , all of a sudden , was as deep in love as if he had been the stupidest officer in the room -- an extraordinary thing happened !"
290,Andrew Lang,Prince Prigio,1889,"Something seemed to give a whirr ! in his brain , and in one instant he knew all about it !"
291,Andrew Lang,Prince Prigio,1889,"He believed in fairies and fairy gifts , and understood that his cap was the cap of darkness , and his shoes the seven-league boots , and his purse the purse of Fortunatus !"
292,Andrew Lang,Prince Prigio,1889,He had read about those things in historical books : but now he believed in them .
293,Andrew Lang,Prince Prigio,1889,"He understood all this , and burst out laughing , which nearly frightened an old lady near him out of her wits ."
294,Andrew Lang,Prince Prigio,1889,"Ah ! how he wished he was only in evening dress , that he might dance with the charming young lady ."
295,Andrew Lang,Prince Prigio,1889,"But there he was , dressed just as if he were going out to hunt , if anyone could have seen him ."
296,Andrew Lang,Prince Prigio,1889,"So , even if he took off his cap of darkness , and became visible , he was no figure for a ball ."
297,Andrew Lang,Prince Prigio,1889,"Once he would not have cared , but now he cared very much indeed ."
298,Andrew Lang,Prince Prigio,1889,But the prince was not clever for nothing .
299,Andrew Lang,Prince Prigio,1889,"He thought for a moment , then went out of the room , and , in three steps of the seven-league boots , was at his empty , dark , cold palace again ."
300,Andrew Lang,Prince Prigio,1889,"He struck a light with a flint and steel , lit a torch , and ran upstairs to the garret ."
301,Andrew Lang,Prince Prigio,1889,"The flaring light of the torch fell on the pile of `` rubbish , '' as the queen would have called it , which he turned over with eager hands ."
302,Andrew Lang,Prince Prigio,1889,"Was there -- yes , there was another cap !"
303,Andrew Lang,Prince Prigio,1889,"There it lay , a handsome green one with a red feather ."
304,Andrew Lang,Prince Prigio,1889,"The prince pulled off the cap of darkness , put on the other , and said : '' I wish I were dressed in my best suit of white and gold , with the royal Pantouflia diamonds ! ''"
305,Andrew Lang,Prince Prigio,1889,"In one moment there he was in white and gold , the greatest and most magnificent dandy in the whole world , and the handsomest man !"
306,Andrew Lang,Prince Prigio,1889,"`` How about my boots , I wonder , '' said the prince ; for his seven-league boots were stout riding-boots , not good to dance in , whereas now he was in elegant shoes of silk and gold ."
